review,star,ensemble_prob,pred_label,is_misleading,contains_misclassified_word,trust_score,matched_misclassified_words
"I purchased this to expand the internal memory of my smart phone, specifically the Galaxy S3.  It performs absolutely flawlessly.  If you have any reservations about this micrSD...don't. There's no need to format since it comes pre formatted. Should you desire to format,  do it from within the phones settings and again, no issues.  PLEASE, turn the phone off and remove the battery before installation...lol",5,0.879253623443208,1,False,True,0.659440217582406,"format,phone,purchased"
"I needed some extra storage for my Galaxy Note 10.1. This works perfectly in my tablet and at this time, I have yet to fill it. Copying the files I want to this have been fast and reliable. I would suggest this to anyone needing extra space.",5,0.967505566646854,1,False,False,0.967505566646854,
I installed this on my Samsung tablet tab 2 7.0. There is definitely a performance difference on my tablet especially when i load up all my apps.,5,0.9663653497060152,1,False,False,0.9663653497060152,
Nothing much to say here. Works great and I haven't lost a single picture or video saved on here so far. Read/Write speeds are excellent.  I've been using this for a few months on my Samsung Galaxy S4 and I have no complaints.,5,0.9389392655166653,1,False,True,0.704204449137499,"lost,months"
"Got a great price on this 64gb memory card. It works fine. The speed is OK, nothing blazing (took a few minutes to move 10gb of data), but it serves my purposes. It has been reliable for me over the past few months.",5,0.9513123763459859,1,False,True,0.7134842822594893,"64gb,card,got,months,took"
very useful for surface pro to increase capacity from 128GB. Can also be used as backup in case something goes wrong,4,0.8936349131132286,1,False,False,0.8936349131132286,
Got this to replace my old class 4 micro sd card in my new phone. Plenty of space and very fast.,5,0.9803253118963872,1,False,True,0.7352439839222904,"card,got,phone"
Brilliant Little Card  Good Transfer speeds highly recommend to all was exactly what i was looking for at a great price.,5,0.974488465496903,1,False,True,0.7308663491226772,card
"It works just fine in my Galaxy 3s phone.  Now, I more room than I know what to do with.",5,0.9206507475466386,1,False,True,0.6904880606599789,phone
SanDisk makes a great big little card. I have this in my HTC sensation 4G ( which it isn't supposed to work in ) and I got the full memory card working. It's great to be able to cary that mush memory on a phone.,5,0.9334504375834889,1,False,True,0.7000878281876166,"card,got,phone,sandisk,working"
"This SD works as its supposed, I have it in my phone right now and have had it for months. No issues!",5,0.9215769625842645,1,False,True,0.6911827219381983,"months,phone"
"Tha memory card works great, i havent had any problem with it, i recommend it for a gopro H3 camera",5,0.9492617129850409,1,False,True,0.7119462847387807,card
"awesome little sd card, my phone is 32GB but I still wanted more for music and videos and this totally works great, as soon as I put it on my phone read it and also it is fast.. I am happy with my purchase..",5,0.9873715254627465,1,False,True,0.7405286440970599,"card,music,phone,read,still"
"I've got a number of SanDisk brand products.  None has ever failed me over the 10+ years I've used them.  That's saying something these days in electronics.This card is performing well, and keeping up with the data storage devices I am using it for (one video recorder, one scanner).  Somehow, I would expect nothing less, but then again it is good to know that quality is consistent.",5,0.8225442173493378,1,False,True,0.6169081630120034,"brand,card,got,less,one,sandisk"
Very fast and reliable this SD gives my GS4 so much more ability. But I am thinking about buying the 64gb so keep that in mind 32GB will fill up kinda fast if you shoot lost of photos and videos.,5,0.9807755927829882,1,False,True,0.7355816945872411,"64gb,lost,photos"
The card seems fast and it's a huge amount of storage for the price. It has worked flawlessly for a few months in a range of smartphones and cameras.,5,0.9510488322621287,1,False,True,0.7132866241965965,"card,months"
I so wanted this to work but discovered when it was in transit that the Razor Maxx HD only supported a 16 GB micro card.  So I ordered the 16 and am totally happy.  I am tempted to by this 64gb again and give it a whirl.,5,0.9419162549153284,1,False,True,0.7064371911864963,"64gb,card"
"I got a new phone and this was part of a dock and battery deal so I pulled the trigger. So far transfers have been fast and successful. It's only been a few months, but it just works.",5,0.9350985700730673,1,False,True,0.7013239275548004,"got,months,part,phone"
I got this for my phone and it is working well as storage for my music and images.  I would order this again if I needed another.,5,0.965727057479901,1,False,True,0.7242952931099257,"another,got,music,phone,working"
This micro SD with adapter works fine.  I have no complaints.  If there was one thing I would wish for is a little less packaging --- it was over packaged for something sent mail order.,5,0.9041019828240692,1,False,True,0.6780764871180519,"less,one,packaging"
"CompactFlash is just about perfect to use in a camera in the field. As the size shrinks, so does one's ability to easily handle the card. SD is getting marginal as far as usability in the field. Forget about changing a Micro SDHC card unless you are back at your computer! Too small to handle and easy to drop and loose!However, with the 32GB and 64GB cards, that's not quite an issue especially if you leave the card in the camera! The camera is larger than the card my a great deal. Set it down and it's a lot easier to find and handle than a micro card (shown twice as large as life when I was writing this review).My cards came with SD adaptors so that they would be useable in my work flow, a plus. Also, within the adaptor, I can use the card in devices with SD slots and download using my existing readers.",4,0.9710696032748947,1,False,True,0.7283022024561709,"64gb,back,card,cards"
Installed in my Blackberry Q10 SQN100-1 and formatted. Works just fine. Plenty of storage space for pictures and videos of my son at the park.,5,0.9685644653574619,1,False,False,0.9685644653574619,
No problems at all using this in my Samsung Galaxy S III. Fit right in and started working. I would suggest this to anyone,5,0.9057216575830912,1,False,True,0.6792912431873184,working
Works very well with my new Tab Pro 8.4&#34;.  Have been able to download lots of content from YouTube to watch on long flights. Will use it on any device that takes sd cards.  Very happy with it.,5,0.971211248254811,1,False,True,0.7284084361911083,cards
We bought this for our new camera when we were expecting our first child. We use the camera about once per week (the iphone is just easier and usually takes a better picture for some reason) and we transfer the photos to our PC. It has worked well and we have no complaints so far (7 months).,4,0.9190792173165225,1,False,True,0.6893094129873919,"bought,months,photos,reason"
What can you say.  It is a memory card and it works.  The price was good for the size of card.,5,0.9608222044317911,1,False,True,0.7206166533238434,card
I prefer the San Disk brand over other types.  This is a great size for phones & camera's.  I would buy again.,5,0.9657831632160148,1,False,True,0.724337372412011,"brand,buy"
title pretty much covers it.bought it for my GoPro - with free 2 day delivery (with membership) and the price it was a no-brainer,3,0.9586158186875814,1,False,True,0.7189618640156861,free
"I've gotten four of these for both of my Nikon D7000's and have had little bit of an issue with the adapter cards being out of spec and sticking in the Nikon Camera SD Slots, and one of my card readers. Sure enough, i sanded one down carefully and it fit perfectly.Performance wise, these things scream over regular Class 10 or Class 6 cards and perform nearly excellent. I cant complain other than I wish they were faster, but I'm not getting that for a while at $23 per card.",4,0.7889114648190584,1,False,True,0.5916835986142938,"card,cards,one"
"Great product, great price, great quality!  I've purchased 6 of these so far for family and friends.The only thing better than this would be a 128gb model!I only wished that laptops came with micro SD slots!",5,0.9744460311875,1,False,True,0.7308345233906249,"product,purchased"
"My wife and I both own Samsung Galaxy S2 Skyrockets, and I bought these to replace the cheap cards that we originally used in them.  The space is wonderful, and the whole phone seems faster with these cards installed.  Very happy with this purchase.",5,0.9815515531744023,1,False,True,0.7361636648808018,"bought,cards,phone"
"I bought this for my new Galaxy Tab and it works flawlessly, nothing to complain about. I always use sandisk products and they have never fail to me. I have one of these (16 GB) on almost every device at home, digital cameras, phones and now in a tablet.",5,0.9127402614092541,1,False,True,0.6845551960569406,"bought,one,sandisk"
"I'm amazed.  I ordered this from Amazon on Tuesday morning, and it arrived with Wednesday's mail.  VERY impressive service from Amazon!As has already been reported, the card formats out to > 59 Gb, and it performs perfectly in my Samsung Galaxy S III (which is also new).  Using two card readers on a fast PC, I transferred everything from my old 16GB card to the new 64 GB card in less time than it took to walk to the kitchen and get a cup of coffee.  So I think the Class 10 rating is correct on the card.Once I have some experience with the card in the phone, I'll benchmark the card and I'll also benchmark operations such as internally backing up my Android phone to the card.  Then I'll update this review with some accurate numerical data.  But in the mean time on first look, the person who said that the S 3 has problems with anything faster than class 6 may not have been correct - a full backup of the phone to the card was significantly faster than the backup with the old 16GB class 6 card.  Again no benchmarks yet but once I have them I'll include them here.Right now I'm very happy with this card and I'm really impressed - both with the card and with the unbelievably quick service from Amazon (and I'm in Atlanta where shipments like this one often take the full 3 days to arrive).",5,0.8258875540155429,1,False,True,0.6194156655116572,"card,less,one,phone,took"
"I bought this on black friday last year and took a chance on it. What chance u say? I read some reviews that this card just actually STOPPED working for no reason and not due to abuse or misuse. I had this card in my Acer Iconia A500 and it just STOPPED WORKING! Even my computer doesnt recognize it. WTF Sandisk?? This is an expensive part for this to occur. DO NOT BUY OR IF U DO, BE CAREFUL WHAT U STORE ON IT! I only had music and movies on mine so NBD. But what if u had this in your phone with valuable pictures?",1,0.6824366534522208,1,True,True,0.15354824702674968,"actually,bought,buy,card,chance,doesnt,even,last,mine,music,part,phone,read,reason,reviews,sandisk,stopped,took,working"
"Great price! Ultra rf has high speed and good stability, which is perfect for camera.I hope 64 g also drop the price.",5,0.9780581206441934,1,False,False,0.9780581206441934,
"Got it fast. Works as described . Comes with management software that must be downloaded for iTunes or google play store that links all your cloud services like drop box,sky drive, and other popular account types. Great product would and did buy again.",5,0.9412610454344761,1,False,True,0.7059457840758571,"buy,got,product"
"Can't comment on reading speeds, but my flac audio files run smoothly on Sansa. Sandisk have never failed, in other cards so I assume this will hold up to that, if not, I'll update.",5,0.9044959968639361,1,False,True,0.6783719976479521,"cards,sandisk"
"Good price good quality, This card works perfectly for my video recorder as well as my Canon 500D. The class 10 really bust up the speed when you need to import the photo or video.",5,0.9637087054179996,1,False,True,0.7227815290634997,card
Great value for the price.  Comes with an adaptor so it can be used in multiple types of devices.  I have had no issues with it and would recommend it.,4,0.9788361275997595,1,False,False,0.9788361275997595,
"Bought this to expand my storage space on both my Galaxy S4 and a Surface tablet with Windows RT. Performed very well on both, transferring small files can take a while but I have no problems recording video in HD with my phone. Totally recommend it, and it's the largest card both of this devices will take.",5,0.9712812432788382,1,False,True,0.7284609324591287,"bought,card,phone"
"As the title says, the card I got is defective and faulty. The issue is, the sd card always unmounts and then remounts and sometimes it will says the the sd card is corrupted and needs to be formatted, so first I tried to format it using my cellphone (xperia play) copied all my files again to the sd card and it gave me the same error tried 2 other phones (inspire 3g and Samsung Galaxy S4) still same error, then I tried to take it out and put it in my computer and manually format AND check for bad sectors and fix errors and it will not finish and says &#34;cannot continue because sd card is corrupted&#34;.  I searched google and find out the Sandisk have shipped a bad Batch of Sd cards, so i contacted the company and demanded for a return because its past due to return it through amazon, got RMA'ed and already shipped it and I do not know how long will it take to for them to send me another sd card. So now I do now have any sd card to put my files because of this situations that could've avoided if Sandisk's QA Department is not slacking off. Very disappointed customer.",1,0.32032332280759834,0,False,True,0.24024249210569876,"another,bad,card,cards,format,got,sandisk,still"
"Easy to use, no thought necessary and plenty of storage for movies to use on my Microsoft Surface Pro 2",5,0.9792214176742196,1,False,False,0.9792214176742196,
"Bought this for my wife's Samsung TL240, which kept locking up with a lesser speed SD card. After throwing this card in there, the camera rarely locks up when taking pictures back-to-back. If you are shooting 10+ MP and taking pictures back-to-back or shooting HD vid, it's a good idea to upgrade to a Class 10 card.",5,0.8273199268724116,1,False,True,0.6204899451543087,"bought,card"
the packaging opens very easy and the micro sd card works flawlessly in my razor maxx hd and asus transformer.,5,0.9585867778214512,1,False,True,0.7189400833660884,"card,packaging"
I bought this to use in my Samsung Galaxy S4 and it works great.  Transfer speed is excellent and it is completely plug-and-play compatible with my device.,5,0.9682340783240301,1,False,True,0.7261755587430225,bought
"There is something to be said about SanDisk. You plug it in and it just works. I've never had one be DOA or any memory issues throughout the years, both for my camera and storage products. I installed this in my Galaxy SIII and it recognized it right away and I was able to dump my music onto it. Speed seems great as well, no complaints.",5,0.9078564618192444,1,False,True,0.6808923463644333,"music,one,sandisk"
Nice 32gb micro sd card. Using one in a Samsung S3 and another one in a Samsung S3 mini. Both phones can use the full storage amount and read/write seems fast. Comes with a nice little micro sd to sd adapter for easy use on a laptop for transferring files.,5,0.9720356131634404,1,False,True,0.7290267098725803,"another,card,one"
"Was working fine for 2 months. Randomly stopped working. Is not recognized by my computer or cell phone. I am beyond the Amazon return window, so this absolutely sucks.Wasted my money.",1,0.45829983190830137,0,False,True,0.343724873931226,"months,phone,stopped,working"
"I bought this for my Samsung Tab 3, my pc, camera and cell phone. It is a great little drive to store music or files on. The price was excellent as well. Fast shipping, packed well. great deal all the way around.",5,0.9806302777920655,1,False,True,0.7354727083440491,"bought,music,phone,way"
Arrived quickly and in perfect condition.  It works well with my camera using its standard size adapter and then is readable by my Note 8.  Seems quick enough for my Canon G12.  I would recommend this.,4,0.9662786778478203,1,False,False,0.9662786778478203,
I wanted a good sized SD card for my Android phone. This one was priced well and has been working without a glitch.,4,0.922120350043383,1,False,True,0.6915902625325372,"card,one,phone,working"
"I use SanDisk Ultra SDHC cards for photo and video and have always been satisfied. When it came to needing a MicroSDHC for a GoPro, I purchased this card. It provides the same reliability, consistency and workflow as the larger SDHC cards and with the included adapter, it easily installs in my current SDHC card reader. It also means I can use it as a back up for my SDHC cards, should the need arise, giving an extra 32 GB as a spare card. Good card at a good price.",5,0.9705658229125304,1,False,True,0.7279243671843978,"back,card,cards,purchased,sandisk"
"No way to format it. I even downloaded 2 programs that claimed were able to format it, After wasting about 6 hours, I decided to give up and send it back, The seller should format them before sending them, even if they would charge $5. extra, it would be well worth it instead of the hassle of downloading programs and wasting time trying and sending it back after hours of frustration.",1,0.7493515824610726,1,True,True,0.16860410605374132,"back,even,format,frustration,hassle,hours,programs,sending,wasting,way"
Excellent item for the price. Class 10 is the way to go if you're uploading or copying files to your computer. I have a 32gb as well and they both work well. No issues.,5,0.9230604509876409,1,False,True,0.6922953382407306,way
This sd card is great for my note 3. worked perfectly for almost half a year. I would recommend it to everyone.,5,0.9184594985175392,1,False,True,0.6888446238881544,card
This is a very capable microSDHC at a very fair price. I popped it in cell phone (Samsung Galaxy S4) and it got mounted without any hassle. I didn't need any type of formatting. Read and write speed is quite fast while using while transferring data to my PC. Shipping was fast and tracking it was easy. This a product I highly recommend.,5,0.9136362898796431,1,False,True,0.6852272174097322,"got,hassle,phone,product,read"
"SanDisk is well known for their microsd cards. I placed one of these 64GB cards in my Galaxy Note II and love all the extra storage on my phone for video, music, work docs, etc. Haven't had any issues with the card thus far and it has been working great in my Note II.",5,0.9677591845467878,1,False,True,0.7258193884100909,"64gb,card,cards,music,one,phone,sandisk,working"
"I a using this card with a Sansa (sandisk) mp3 player and it is working flawless. I am glad, but I cannot imagine what could go wrong with a card like this, either it works or it does not, and mine is working. Anyway, I would buy one of these again without a doubt.",5,0.8119757707019838,1,False,True,0.6089818280264878,"buy,card,mine,one,sandisk,working"
"Not a bad product at all. I got it for my blackberry Z-10. I had to format it through the phone's software, but afterwards it worked like a charm. A couple months on and no problems. Class 10 and 64 gig, so I have no complaints. Only reason I didn't give 5 stars is because it isn't particularly outstanding in any way, but it is a pretty simple product. Does the job, no problems, good to go.",4,0.8350015407007275,1,False,True,0.6262511555255457,"bad,format,got,months,product,reason,way"
"So, essentially you have about 28 - 29 GB, but it seems to be quite a bit for me. I have yet to use even a quarter of that, and I take pictures every week. I had a problem with how it transferred some videos to my computer once, but that my be because I forgot to format it and prepare my tablet for removal of the SC card.It is definitely surprising how small it is! Be careful not to lose it!",5,0.9696026341381738,1,False,True,0.7272019756036303,"even,format"
So far i haven't had any issues. It's working and is compatible with my phone. Quick shipping. Im satisfied with my purchase,5,0.9271411219091488,1,False,True,0.6953558414318616,"phone,working"
"This was immediately recognized by my Windows 8.1 laptop. I had to re-format this from ExFAT to FAT32 in order to have it be recognized by my Samsung Note 2 and my 7&#34; Android tablet.It took a long time to transfer 25 gb of video files from laptop SSD hard drive over to the SdXC card--I imagined that it would happen more quickly. .. but it did work smoothly.Overall, this is what I wanted and it was a great deal for the price!",5,0.8573739022840484,1,False,True,0.6430304267130363,took
Works great for my Samsung Galaxy Tab 2.  Just plugged and played.  Didn't have to do anything special.  I would recommend.,5,0.9654377206843026,1,False,False,0.9654377206843026,
"stores a lot of HD pictures and videos. no longer do i have issues with SD card errors and losing my data. i highly recommend anyone buy class 10 SD cards for their devices. have had this for 5 months, no issues.",5,0.9313511125866927,1,False,True,0.6985133344400195,"buy,card,cards,months"
"Love it, good quality good performance, great brand. Could not find better product for my money. Using it for a Samsung Galaxy S4 mini with zero complications.",5,0.9700011723077699,1,False,True,0.7275008792308275,"brand,product"
Arrived fast.  Works with all my digital devices no issues.Haven't tested the speed yet but should be more than adequate for data transfer.,5,0.9781739510215914,1,False,False,0.9781739510215914,
What can I say? It works and was formatted for an android already. Tho' I'm sure it will work w/ anything!,5,0.9111982241182953,1,False,False,0.9111982241182953,
"I have rip music from SACD and DSD to put on this microSD and it can playback smoothly on FiioX3 Digital Audio player, no matter how big the file is.",5,0.9469731618046902,1,False,True,0.7102298713535176,music
Using this on my Samsung Galaxy S4.  It works well and has good read/write speeds.  Very pleased with this card.,5,0.9477587067219604,1,False,True,0.7108190300414703,card
"I bought the SanDisk Ultra 64 GB for my new Samsung Galaxy S4. Being that it's the faster type of memory I like to think it reads and writes fast. And I feel like it does, but it's in my phone so who knows. Now for your highend DSLR you'll notice a difference and be very pleased.",5,0.9406693132355387,1,False,True,0.7055019849266541,"bought,phone,sandisk"
"4 stars for the excellent price and performance. Seems to be as advertised. Average copying speeds are around 18-20MB/s.Only gripe is that SanDisk doesn't include any extras - i.e. a plastic protective case, or bundle it with a SD Card reader. However, can understand why at this price point.",4,0.8888193260881039,1,False,True,0.6666144945660779,"card,sandisk"
"I am continually amazed by the fact that this tiny bit of almost nothing can be so powerful.  However, I caution anyone buying these Micro Cards for their GoPro that they are extremely easy to lose, but I highly recommend them.",5,0.9531161144435012,1,False,True,0.7148370858326258,cards
"The 64GB card I purchased actually contains 4GB of flash memory and some kind of hack that causes it to appear as a 64GB drive in various drives and readers. Of course, this took me a while to figure out since I only just got around to copying more than 4GB of data to the card, but with some testing I have nonetheless discovered this to be the case.The card I bought was in Amazon Frustration Free packaging. I don't know if cards purchased that way are less likely to be counterfeit than retail packaged versions, but I suspect that I will stick with manufacturer packaging from now on.",1,0.8774768675122173,1,True,True,0.19743229519024888,"4gb,64gb,actually,bought,card,cards,free,frustration,got,less,packaging,purchased,suspect,took,way"
Works great. My phone is happy. I'm happy because I can put more music and pictures on it.  The price was perfect.,5,0.9877213837720314,1,False,True,0.7407910378290236,"music,phone"
Worked like it is suppose to on my Galaxy S3.  With this memory card now I have over 72 GB of storage!,5,0.7607190756260811,1,False,True,0.5705393067195608,card
"My previous card was a Sandisk 32gb class 4 card. This card's speed is about 3x faster! Now I can put more music and movies to my hearts content! The only thing about this that I can say is a ""negative"" is that in order for my HTC Sensation 4g to recognize it, I had to reformat the card, even though the packaging says it's Android compatible. It even has the mighty green Andy the Android on it! LOL But after formatting the card in windows 7, I was able to use it in my phone. I didn't use the fat32 utilities so I cannot remark about those formatting procedures.Oh and I forgot to add the first card that was sent didn't work at all. The card didn't try to format. Amazon sent me one overnight without charge! Well I had to return the bad one of course, but the process couldn't be easier. The card was actually backordered a few weeks because of the deal of the day Amazon had on the card, which I purchased under as well...This card is authentic, came in Sandisk packaging and is indeed a CLASS 10 card.",5,0.6851979320413353,1,False,True,0.5138984490310015,"actually,bad,card,even,format,music,one,packaging,phone,purchased,sandisk"
"Amazon ran a good deal on this 64GB microSDXC, so I jumped on the bandwagon.  When it arrived I snapped a few photographs to test it out and it worked well...until I tried to retrieve the files.  I don't know how, but it became corrupt and no longer would reformat or function in any of my devices.  I exchanged it for a replacement through Amazon and the new one works beyond my initial observations.  Browsing seems much faster than previous SDHC class 10 cards.  Thank you Amazon for your immediate exchange.  highly recommended for today's on the go data storage.  *(original review was 2 stars, but after Amazon's immediate replacement and great customer service I re-rated to 5 stars.)",5,0.7180602661632183,1,False,True,0.5385451996224138,"64gb,cards,one,replacement"
I purchased this to use in my Samsung camera and it works great. I take picture and videos with the camera with no issues.,5,0.9614282673955294,1,False,True,0.7210712005466471,purchased
"This product works as described.  It's just not super quick.  I would recommend this product, especially, if you get it on sale.",3,0.9453799673390366,1,False,True,0.7090349755042775,product
"I love SanDisk, and I have used quite a few of their products, including an mp3 player, a couple of USB keys and even a micro SD card (class 4). I have never had any problems. After installing this card, however, I have seen it unmounting itself randomly to be detected again and automatically being mounted by my Galaxy S4 device. This happens several times a day, including when I am in the middle of watching a movie on the phone (this is the first week that I have had the card). This is unacceptable. Normally, I would have just asked for a replacement, but after doing some research online, I have found out that this seems to be a recurrent problem on many phone models and doesn't seem to be just ""a dud"", but a production issue. I have returned the card, and I am going to go with another brand instead.",1,0.320520891777189,0,False,True,0.24039066883289176,"another,brand,card,even,phone,replacement,sandisk"
"Love it, now i have 118GB in my zte supreme, works really well in my phone, it restarted my phone a few times when i first put it in but no problems after that, no idea why it did that, but now i can fit my entire music collection on my android which has reached 94GB of all rock and metal!!!!!!!!!!!! now i can get rid of that damn ugly ass ipod classic!!!",5,0.9595147812326092,1,False,True,0.7196360859244569,"music,phone"
"Got this card in early January for my Samsung Tab2 10.1 tablet.  Within a couple of weeks, it was loading music files incorrectly onto the card.  I did not know what was wrong, but finally thought I would format card again to see if that would correct the problem.  Card would not quick format or format slowly.  As always, Amazon is taking care of the problem and I will have replacement card within 24 hours!  Hope the replacement is more reliable.  I am just writing it off as a fluke, as I have never had a problem with a SanDisk product in the past.2/14/13:  When I called Amazon they replaced it - to my door - within 24 hours!  Replacement works fine.  Now that is GREAT service!",4,0.6693002515039607,1,False,True,0.5019751886279705,"card,format,got,hours,music,product,replacement,sandisk"
It does what is expectected. I bougth it to use with my GoPro and it works perfectly! I recommend it!,5,0.9141543616211409,1,False,False,0.9141543616211409,
Writes & reads really fast. The card that came with my dash cam would pause about 11 seconds between files. With the Ultra there is only a one second pause. Now I won't be returning the dash cam. Highly recommend!,5,0.9549562694960558,1,False,True,0.7162172021220419,"card,one"
Couldn't find this in the local stores. It is what we needed and it was brand new as stated and works great.,5,0.9360156405035053,1,False,True,0.702011730377629,brand
the only reason not to buy this one is to buy the bigger one. Ive had in my phones for over 2 years and is awesome. Never worry about running out of storage. Great product!,5,0.9601034599819817,1,False,True,0.7200775949864863,"buy,one,product,reason"
"I trust the San Disk name and have no issues.  For a phone, Class 10 is a must.  Good price for this product.",5,0.9543654060180531,1,False,True,0.7157740545135398,"phone,product"
"Haven't got much to say about this. It's SanDisk, so you know what you're getting. Fast and reliable. Only complaint though is that Amazon wouldn't let me buy more than one in the same order. Other than that, it's just great.",5,0.9415238648581514,1,False,True,0.7061428986436136,"buy,got,one,sandisk"
Arrived on time and was exactly as stated.  A good value for the amount of storage.  Will be filling it up with music.,5,0.9793316596683694,1,False,True,0.7344987447512771,music
"This card has met my requirements. I wanted a 32 GB card with an adapter and I wanted the faster card and it is a C10. It worked out of the box with no problem. I bought 2 of them at the same time, one for mine and one for my wife's Smartphone--Samsung Galaxy Centura. I am satisfied with both of them.",5,0.9074983818000217,1,False,True,0.6806237863500163,"bought,card,mine,one"
"works like a charm...expand my tablet capacity and now I have lots of space for apps, music and videos without worries",5,0.9786044768473161,1,False,True,0.7339533576354871,music
"Stores thousands of pictures, and it worked perfectly in my Lumix camera using an SD adaptor.  Recommend to anyone who wants a 32 GB micro SD card.",5,0.953583880711502,1,False,True,0.7151879105336265,card
Love it in my new Samsung Galaxy S5 phone.,5,0.9618456417674697,1,False,True,0.7213842313256023,phone
Works great with the HD 720P Dual Lens IR Night Vision Car DVR Camera Dash Cam Video Recorder Motion Detection.,5,0.9514669370820671,1,False,False,0.9514669370820671,
"I use it for my galaxy s4 and this card crashed on me few times, i lost all my photos and music. Thankfully they were all backed up but the worst part is, the card completely stopped working at one point. I had to contact sandisk for a replacement and it was a hassle.",3,0.7146114958803909,1,False,True,0.5359586219102932,"backed,card,hassle,lost,music,one,part,photos,replacement,sandisk,stopped,working"
so fr it been great  i need it for my not 0. 2014 table  too bad it cost so much but  it is what it is,5,0.9440947760555314,1,False,True,0.7080710820416485,bad
Works great (more than I can say for the GoPro).  I do pull it out an put it into my computer using that little SD adapter.  Way quicker to pull 16 GB that way (I don't know why).,5,0.9404303890187399,1,False,True,0.7053227917640549,way
"this is a great card and product, just need to watch out for device compatibility. Got it on sale for the Samsung Galaxy Note II and it works great! Also came with an adapter.",5,0.9852564129036382,1,False,True,0.7389423096777287,"card,got,product"
"Works flawlessly, never had any problems with it and I've moved data on and off of it constantly.",5,0.934325955487888,1,False,False,0.934325955487888,
